title,text
How To Make Our Ideas Clear,"<p>Notes</p>
<p>* Section I goes through a critique of the rationalist logical notions of descartes and Leibniz...then moves to the ncessity of ""making our ideas clear.""</p>
<p>II</p>
<p>* Referring to the first paper in the series ie ""Fixation of Belief,"" Peirce reiterate the principle of the ""irritation of doubt"": ""thea ction of thought is excited by the irritation of doubt, and ceases when belief is attained; so that the production of belief is the sole function of thought."" (132)</p>
<p>* He goes through a more detailed examiantion of the processes leading to belief on 133-134, using the&nbsp; metaphor of music.&nbsp; He tries to thereby distinguish to ""elements of consciousness.""&nbsp; The tone itself which ""may be prolonged for an hour or a day, and it exists as perfectly in each seocnd of that time as in the whole taken together; so that, as long as it is soundmking, it might be present to as esne from which everything in the past was as copletely absent as the future itself."" (133)&nbsp; Then there is the ""air""--and this makes little sense--because he's talkign about ""perceiving it"" -- perceving the air??&nbsp; Does he mean the individual sound as it is carried by theair.&nbsp; He does say ""We certainly only perceive the air by hearing the separate ntoes; yet we cannot be said to direclty hear it, for we hear only what is present at that instant."" (133-4)&nbsp; In any case, the poitn is that to perceive it we need a ""continuity of consciousness which makes every lapse of a time present to us."" (133)&nbsp; The point iseems to be that we are immediately consciousnes of the tone and only <em>mediately</em> conscious of the air, and this he says holds for all consciousness.&nbsp; (134)&nbsp; Sensations are ""completely present at every instant""&nbsp; whereas other elmenemts (like thoguth) have ""beginning, middle, and and, and consist in a congruence in the sucession of sensations which flow throught the mind."" (134)&nbsp; Reaching back to his metaphor: ""Though is a thread of melody running through the succession of our sensations."" (134)&nbsp;</p>
<p>[ Is this rationalist or empiricist?&nbsp; It sounds more empiricist to me...and that makes sense.&nbsp; But is it empiricist really?&nbsp; It sounds somehow like Locke--sensations are tied to gether in the mind trhough reflection?... But is&nbsp; it?]</p>
<p>* Now thoguht produces belief and what is belief?&nbsp; It has three properties: 1) it's something we are aware of; 2) it ""appeases the irritation of doubt."" 3) ""it involves the establishment in our nature of a rule of action, or, say for short, a <em>habit</em>."" (134-5)&nbsp; <strong>So thought produces belief which is habit.&nbsp; </strong></p>
<p>*&nbsp; And more importantly, if two diuffrent beliefs produce the same rule of action, then they aren't really distinct.&nbsp; (135)&nbsp; This is now getting into the idea of distinction -- ie to replace the kind of distinction that Descartes and Leibniz used -- that is ""practical.""&nbsp; So ""what a think means is simply what habits it involves."" (137)&nbsp; To distinguish between two ideas that have the same habit results is wrong for him.&nbsp;</p>
<p><strong>""Thus we come down to what is tangible and practical, as the root of every real distinction of thought, no matter how subitle it may be; and there is no distinction of meaning so fine as to consist in anything but a possible difference of practice.""</strong> (137)</p>"
A Social History of Anthropology in the United States,"p.078-80 U. Chicago, Mead Benedict, Psych, and REformuation of Cutlure

Here patterson attempts to explain development of the reformulated conception of culture provked by the interest in psychology.  He rightly identifies the focus on configuraitons and patterns, but too quickly moves from Sapir's project to Benedict."
Beyond Separate Spheres: Intellectual Roots of Modern Feminism,"p.048 Other forces assisting segregation...

""...as chicago exanded, professional ambition, combined with the belief that specialization was necessary to scientific advance, led to the breakup of the interdisciplinary departments of the university's beginnings and facilitated the task of those who would segregate the sexes within the university."" (48) E.g. she quotes Laughlin oting that the number of wome students was partly due to the fac tthat the women used the combination of courses available in one dept to prepare as teachers.  Then Rosenberg writes ""but he believed that once the university suceeded in establishing its professional schools and in identifying the professional utility of departments like economics and sociology, it would be able to secure its reputation as a distinctively male institution training men for identifiably male work."" (49)"
Women in Early American Anthropology,"p. 072-78  Elsie Clews Parsons

In an anlysis that is not very criticial, O-L presnets Parsons as the closest thing to a full member of the anthropological profession."
The Dainty and the Hungry Man: Literature and Anthropology in the Work of Edward Sapir,"<p>p.058-65  Sapir's Poetic and Literary Theory Writings</p>
<p>Handler now goes into Sapir poetry.  He notes a sense of alienation and helplessness on 58-59.  Back on 55 he notes that this feeling of helplessness and iscontent had also been provoked by WWI, which had also affected him by causing a loss of funding (here he cites Murray's article on ""Edward Sapir's Canadian 'Winter'"", p.65)</p>
<p>Handle'rs description of Sapir through his poetry: ""Self-doubt and a feeling of being at oddes iwth one's true self are implies in several blunt, sarcastic pieces aimed at academicians.  The metaphysician is a dog chasing his tail, the philosopher constructs daily a new system to epxlin the universe.  'Professors in War-Time' chides those who stand aloof, refusing to apply their wisdom and skill 'while all the world is soaked in blood and groans with pain.'"" (59)</p>
<p>He cites at length a poem ""Helpless Revolt"":</p>
<p>I hve no respect for what is.</p>
<p>I can not mend and patch,</p>
<p>I can not bend my soul to the twist</p>
<p>That will make it fit with the brutal fact,</p>
<p>That will make it yield to the tyrant world.</p>
<p>My soul stands firm.</p>
<p>It would annihilate all in its rage and build anew,</p>
<p>Rather than bend.</p>
<p>Therefore it breaks, and the brutal fact remains</p>
<p>And the tyrant world wags on.</p>
<p>---------</p>
<p>Key idea though is in ""Dainty versus Hengry Man"".  These two ideals of a person.  The Dainty Man is an aesthete and desires the beauty of form; Hungry Man desires the ""crassness of life."" Hungry Man, though, does not want a ""meaningless asemblage"" (H's words), but also the ""inner truths of the heart.""  [Note: Basically, the former is the liberal; the fomrer the romantic... ] (59-60)</p>
<p>The next key part comes in Sapir's two writingson writing ""Twilight of Rhyme"" and ""REalism in Prose Fiction"". (61)</p>
<p>First establishes principle that niether the Dainty Man's interest in general form nor the Hungry Man's interest in the ""crassnesss of life"" are sufficeient unto themselves. (60-62)</p>
<p>In the second, Sapir establishes a method of a ""profound and all embracing realistic art"" that satisifes both the desires of the Hungry Man for the knowledge of ""individual hearts and collective life."" (H's words, 63)</p>
<p>This is th eline that H follows: the desire to conceptualize the whole, but without losing sight of the ""individual hearts."" He next moves to Sapir's critique of the superorganic.  He sees a parellel between Sair's rjeection of a ""superorganic level of reality that coerces individuals and nullifies their creative possibilities..."" (64) with Sapir's desire not to lose sight of the individual while conceiving a whole.</p>
<p> </p>
<p> </p>"
"Creating a Female Dominion in American Reform, 1890-1935","p.016 Addams marriage-like relationship with Mary Rozet Smith

Addams had formed a close relationship that took on the characteristics of a Victorian marriage with Mary Smith.  Muncy relates this relationship to the conditions of women.  Women faced a choice between marriage or career.  Combining the twonot easy,esp.considerin glack of birth control.  This tended to support strong intimate relationships betweenwomen."
A Social History of Anthropology in the United States,<p>p.055-64 Patterson's account of the 3 version of anthropology and Struggles overthem</p>
"From Experts to Social Scientists: The American Anthropologists, 1929-1963",p.022  Ties between liinguistics and anthropology begins ot break 1925 and 1933
Bildung,"<p>&nbsp;General Notes 2/2013</p>
<p><br /><br />* Bildung seems to have a special meaning in relation to enlighenment (aufklärung) in Germany. The author says a parallel exists in relation to the difference between Zivilisation and Kultur in Germany, as the authors of the G.B. have noted in another essay. (508-509)<br /><br />* In 1784, the term -- when the quote by Mendelssohn that starts the essay was written -- the term was not new, but it had taken on a new application, namely it had bedcome a key term in an intellectual discussion among people who say themselves as writers and well read. In every day language it was not often used. and when it was it was used to refer either to the development of the eucatiuonal system (ie institutions) or to education as a kind of social status. But this was enough to allow the word to enter into political language, so that Bildung is seen as the most important process in the creation of equal conditions... (509)<br /><br />* This is super interesting...the heart of taste...this can bear directly on Boas' rue formulation. Herzensbildung. Is he reversing it? The taste of heart? (515)<br /><br />* So the link between bildung and nationalization created a notion of political Bildung, but this meaning was still scattered in the late18th...(515)<br /><br />* With the enlightenment thinking Bildung takes on more weight than Erziehung... It was used especially with reference to forming or shaping (Formung), the self improvement of the human soul's capacities (Seelenkräfte), taste or herzen.(515) <br /><br />* Herder's take on Bildung. It is an independent concept such that he can speak of he spirit of education. It is independent like other words, Kultur, Geist, Humanität. And he understood it as a natural and universal process that like destiny,...<br /><br />* The increased attention to Bildung is not the reasonw that Education was more and more important. There was at this Time a ""comprehensive change in the Image of humans"". (517)<br /><br />* With Goethe's understanding over Herders, a certain Genius is attributed to the well educated. But a genius that also involved a relentless self consciousness about self cultivation and pedagogy. (518) <br /><br />* The tension or discrepancy between the new humanist classical Bildungskonzept and the bürgerliche ""Stands- und Berufsbildung"" concept as the utilitarian absolutist state envisioned it led to conflicts of priority. 519)<br /><br />* Amazing quote, shows in particular that Herzensbildung was part of this classical humanist conception somehow.<br /><br />* The French Revolution introduces a new suspicion of the Bildugsideal, as something inherently revolutionary... (522)<br /><br />* The suspicion of Bildung then became a part of the battle over political mentalities and the debate over educational policy. But at the same time the intellectual elite and liberals felt compelled to argue that ""true"" Bildung was hindering the revolution because it created a reform mentality among both the governed and thebgoverning. They believed that this reform disposition was a source of progress, but they believed it led to not on Y the valuing of Bildung but also of the observation of reform practice of enlightened absolutism. When one focuse only on Bildung as leading to te unfolding of human capacities in the individual, only a minority of the educated could affirm the political revolution as inevitable. (523) In the end this leads to an identification of Bildnung with Ordnung, that Goethe was understood as the chief witness of... (523)<br /><br />* Here is what the author calls an anti revolutionary concept of political Bildung. Which be comes characteristic of Gebildeten. (524)<br /><br />* Fichte's take on Bildung as the way for the German nation to establish itself, but only as a form of Bildung that erased class distinctions, that was truly universal.<br /><br />* The idea of Menschendbildung developed as a reaction to the idea of Bildung as an intellectual and impractical thing. It emerged in accounts that determined the meaning of Bildung in a detailed manner in relation to aetheics, military life, literature, etc...<br /><br />* It was the neohumanist idea that set the tone of the pedagogical discussion in the first part of he 19th. This ideal reconciled the idea of Bildung as a individual unfolding no related to any profession or practical concern ,by reserving that part I it for the adolescent and young adult years. After that point it was work with the goal of making the individual useful to society. (529)<br /><br />* Prussia was the state in which the Bildung ideal was most leading, for example at Humboldt. (530)<br /><br />* There was then also a reaction against Bildung. There was a sense for example that what was called Bildung was not, that it was too high, did not include the lower classes, and was really just a matter of style, and a form of corruption. True conservatives imagined that echte Bildung would create a feeling for order, law, and security... (531)<br /><br />* This section is important because it explains how the educated classes bult into Bildung their own interests as a class, and how that then also integrated them into a process of state and constitutional reform then taking place. Through them and through the neohumanist idea of Bildung the process of constitutional reform was linked to a process of the inner human development linked o the human sciences. (531-4)<br /><br />* Hegel they say defined the inner relationship between Geist and Bildung, racially through one's building of oneself in the image of a profession in the Geisteswissenschaften... (535)<br /><br />* The tight linkage btw Bildung and the Geisteswissenschaften is evident in the fact that the implementation of a newly dynamic and historical blanket concept of Bildung was a requirement for the development of the Geisteswissenschaften in Germany. Hegel and Humboldt were key here. (536)<br /><br />&amp; In the Vormärz period the awareness of the way Bildung was conditioned by state and social relations became more pronounced. It was commonly accepted that the constitutional state should not just guarantee property rights but also the right to education. Key to this relationship was the linking of political maturity and the cultivation of people. This then involved the question of equality because thelack of Bildung among the lower classes was understood as a danger if the lower classes were also given the vote. (542)<br /><br />* The social meaning of Bildung developed in this period such that the concept became tightly related to the concept of property ownership. Bildung became a kind of verification of property ownership and in a way that served the interests of the educated middle class It became self evident that someone with Bildungbwas not poor. Many viewed the meeting of poverty and cultivation as unhealthy and the conservatives viewed it dangerous. That was linked to a concern that too much studying and too little productivity would lead to more pauperism and ultimately to radicalism. (543)<br /><br />* This idea of Bildung as linked to freedom, equality, and order was also a way of making critical demands with respect to the present. Either to make clear that the progress of the constitutional politics depended on the education of the property owning and well educated classes, or to say that only through the development of constitutional politics could broad education and political education be demanded. The concept of political Bildung became especially important in the 1830s. There was a sense in this period that did not last among those who expressed it that the provincialism of the Germans supplied a basis for the rapid development of the capacity for political Bildung. What is Political Bildung? It is the idea of linking diversity through a critical awareness? The article quotes the Staats-lexicon from 1839 which put it this way: ""der Begriff der politischen Bildung fasse eine on tausend Farbe erscheinende bunte Mannigfaltigkeit in eine zusammen und sei gleichbedeutend mit dem Idee des Volkes."" That is the signified the idea of summarizing a great and emerging diversity into one and was thus linked to the idea of the volk... (543)<br /><br />* Here there were two ways of thinking about Bildung. It could be thought to refer to social equilibration or redistribution (sozial ausgleichende) or to in reverse contribute to greater sozial differentiation. The authors to through some fears of how Bildung would create fundamental differences. Hegel pointed this out. J. G. Hoffman for example divided the national citizenry into groups based on work and education level and was afraid that among the educated working middle class an abstract relationship to work could lead to a kind of intellectual darkness and apathy, anarchism, etc... The authors see in this kind of warning a certain high minded perspective that suggested a tendeny toward social exclusivity. On the other hand, others such as C. Welcker divided the state intothose who had studied and those who had not. In this line, August Von Struve, the 1848 radical democrat, noted that only the rich could get access to education and as a radical democrat laid out the principle of universal free education for all people as a basic right. (544)<br /><br />* This discussion about expanding access to education to more people as not new, but in the 30s it took on a stronger cautionary tone. Here Struve again was forceful. (545)<br /><br />* Conservatives both Christian and ""organic"" liberals opposed radical democratic calls for universal education on the basis that it was unnatural. Rohmer 1844 put it that the radicals thought that Kultur and Bildung could replace nature. More Rohmer thought that volksunterrichts would lead to the destruction of their inherent power (Volkskraft) and to their coming under the influenzier of the Maß Zeitgeist. (545)<br /><br />* Interesting that if one thinks about the notion of character this was way more<br /><br />* In the late 18th and 19th centuries, the Bildung ideal became central to the self understanding of the German educated classes. In this sense, education was a form of spiritual commodity that marked the difference between the properties and the unpropertied. And in this sense, the meaning of Bildung had more to do with belonging and not belonging to the group of well educated than it did with the actual content of education. An 1864 book entitled ""The education and the Educated"" put this in terms of a need for education to be based on forms that could are the basis of a general humanity and that could then create an ideal type, but this required subordinating or finding a happy medium between a general ethical pattern and the freedom of individual personality. These ideas formed the basis of a critique of more humanist notions of education, and ultimately led to a more tense attempt in some even more humanist texts to conform/constrain education to a practical social domain. (547-548) * More detail please!!!<br /><br />* The authors account of a kulturkritik of Bildung by Nietzsche and Lagarde, that in their description seemed to pick up on the idea that Bildung hadnjust become a sign of membership in the Gebildeten, and that education just supported an uncritical notion at the educated German was in every possible way the representative of German culture. Nietzsche thus suggested a concentration and narrowing of Bildung as well as an increased emphasis on the self-sufficiency I'd education. In Lagarde's case a similar critique led to the suggestion of a stronger nationalistic education for the elite, whereas the general population should be satisfied with A very basic education. (549-550) <br /><br />* Lagarde's critique led through other critiques of reason and thus to a focus on the strengthening of the body to national socialism and thus the Bildungsbegriff has come into question, and so also leads often to an agreement with the neohumanist idea of Bildung. But the concept has also been challenged by the concrete changes, for example population increase, specialization in professions, wider access to education, as well as as a result of the emergence of new sciences such as anthropology, psychology, pedagogy, etc...</p>"
"From Experts to Social Scientists: The American Anthropologists, 1929-1963","p. 005- 8  Theoretical Basis and Argument

This thesis focuses on the interaction between institutional and disciplinary features of twentieht-century anthropology in the United States.  His interest,
drawing on Foucault, is to look at the way anthropology excluded and included certain forms of inquiry over time.  (5)  He follows Foucault to be senseitive to ""clusters of 'statements', or ideas...'discursive formations.'"" (6).

He also draws upon Kuhn's paradigm idea as well.  He notes that Kuhn's concept implied an ""interpersonal element"" within the community of scientists.  (6)  He writes that ""In the postwar years, the anthropologists' desire for pradigms and desire to emulate the ideal of the 'scientist' came to be the motifs that bound together forms of anthropological knowledge and divided anthropological knowledge."" (6) 

The thesis notes a substantive change in the anthropology before and after WWII.  Madden thinks that anthropology was, using Kuhn's phrase, ""pre-paradigmatic"" prior to WWII in that no single theory ""was a model with which anthropologists could explain cultural processes or organize cultural research definitively."" (7) 

After WWII he thinks they changed up.  ""Anthropologists tried to organize facts in hierarchical fashion according to various models.  'Schools of thought' formed around these attempts to establish models, and for some schools of anthropologists, pardigms did emerge with which anthropologists organized anthropological research.  Other anthropologists, particularly the linguistic anthropologists and the symbolic anthropologists, were unable to formulate models despite their best efforts...."" (7-8)"
Critique of the Power of Judgement,"<p>Kant's Definition of Culture</p>
<p>&nbsp;</p>
<p>This definition is in a section 83 ""On the ultimate end of nature as a teleological system"":</p>
<p>*&nbsp; He starts with the idea that he says he has developed up until this point in the text that ""we have sufficient cause to judge the human being not merely, like any organized being, as a natural end, but also as the<strong> </strong>ultimate end of nature here on earth, in relation to which all other natural things constitute a system of ends in accordance with fundamental principles of reason...""&nbsp; (297).&nbsp; I can't follow this exactly at this stage not having read the book up until this point, but he is saying then that humans are the ultimate end of nature and that all things are organized such as to create a system of ends supporting the human.</p>
<p>*&nbsp; Then he says ok if we are going to pinpoint ""that which is to be promoted as an end"" in human's connection to nature as the ultimate end <em>in the human, </em>then that thing ""must be"" something that ""can be satisfied by the beneficience of nature itself"", ie what nature itself provides??, or it is ""the aptitude and skill for all sorts of ends for which he [the human?] can use nature (external and internal)."", ie the ways humans can take advantage of nature, build on it?&nbsp; (second nature? culture?)&nbsp; He then says that the first and second end of nature are ""the happiness"" and ""the culture of the human being."" (297)</p>
<p>* Happiness he defines as ""a mere idea"" (as opposed to something ""abstracted from his instincts and thus derived from the animality in himself"") of a ""state"" in which ""he would make his instincts adequate under merely empirical conditions (which is impossible)."" (297)&nbsp; Nature he says does not make happiness its end, even if human beings are nature's ultimate end.&nbsp; Nature he says has not protected humans and more than any other beings from ""its destructive effects"" AND he says humans themselves possess ""natural predispositions"" that also works against his own happeiness int he fro of ""plagues that he invents for himself""--ie war, opression, etc.&nbsp; (298)&nbsp; SO: this means that even if nature had set human happiness as its end ""that end would not be attained in a system mof nature upon the earth, because the nature inside of us is not receptive to that."" (298) So he says that what this means is that humans are, even thought they are the ultiamte end of nature, ""always only a link in the change of natural ends"".&nbsp; As ""the sole being on earth who has reason"" he says that when nature is seen as a teleological system, it is human's ""vocation to be the ultimate end of nature"" (298), but ""always only conditionally, that is subject to the conditiont hat he [the human] has the understanding and the will to give to nature and to himself a relation to an end that can be sufficient for itself independently of nature, which can thus be a final end, which, however, must not be sought in nature at all."" (298)&nbsp; Ie the condition of humankinds vocation as the ultiamte end of nature is that they recognize that the securing of their own happiness is not nature's goal/end.&nbsp; So as the ultimate end of nature, it is human kinds' job/duty? to realize to set himself and nature in a relationship that produces a final end that is ""sufficient for itself independently of nature""--but that end is not happines, which is a mere idea a he said at the outset. <strong>Perhaps this can be reduced to the idea that as the ultimate end of nature (that is as the sole beings with reason) humans must themselves develop a relationship to nature that will allow them to pursue an end which must be ""sufficient for itself"", ie we cannot expect it to be something secured for us by nature.&nbsp; We must support it.</strong></p>
<p>* So then to find where in the human is the ""ultimate end of n ature"" we must think about what nature does in us that prepares us to do what we must do ""in order to be a final end.""&nbsp; He says that we have to separate then those ends whose possibility depends on conditions that nature establishes, from those things that humans themselves msut do.&nbsp; <strong>""Earthly happiness"" is one of those ends that can only be produced from conditoins establishe by nature, an end that is only possible ""through nature inside and outside of the human being.""&nbsp; So humans cannot make it their end, and if they did this would prvent them from ""setting a final end"" for their own existence.</strong>&nbsp; All that is left, Kant says, among humans' ""ends in nature"" is ""the formal, subjective condition, namely the aptitude for setting himself ends at all and...using nature as a means appropriate to the maxims of his free ends in general, as that which nature can accomplish with a view to the final end that lies outside of it and which can therefore be regarded as its ultimate end."" (298-299)&nbsp; So by the end that humans uniquely can establish as ""sufficient by itself"" is also nature's ""ultimate end"" even though it ""lies outside of it"".&nbsp; <strong>&nbsp;</strong></p>
<p><strong>* This is where culture comes in: ""The production of the aptitude of a rational being for any ends in general (thus those of his freedom) is culture."" (299) Ie culture is what produces in humans the ability or capacity to develop pursue ends that humans' freedom allow them to define.So ""only culture can be the ultimat end that one has cause to ascribe to nature in regard to the human species..."" (299) -- ie human happiness is not the utlimate end of nature nor is the idea that humans should be the ""foremost instrument of establishin gorder and consensus in irrational nature outside him."" (299)&nbsp; <br /></strong></p>
<p>*&nbsp; But he says not all kinds of culture are ""adequate for this ultimate end in nature.""&nbsp; (299)&nbsp; He says the ""culture of skill"" --by which he refers to cultures of certain skills that allow humans to use nature for their own ends?--is not enough because it is not ""sufficient for promoting the will in the determination and choice of its ends"" and this is essential ""for an aptitude for ends."" (299)&nbsp; <strong>What is needed he says is a kind of culture, which he terms the ""culture of training (discipline),"" that is ""negative, and consists in the liberation of the will from the despotism of desires, by which we are made, attached as we are to certain things of nature, incapable of choosing for ourselves, while we turn into fetters the drives that nature has given us merely for guidance in order not to neglect o reven injure the determination of the animality in us, while yet we are fre enought ot tighten or lossen them, to lengthen or shorten them, as the ends of reason require."" (299)</strong></p>
<p>*&nbsp; He says that the culture of skill cannot be easily developed without inequality among humans.&nbsp; The ""majority"" he says provides the ""necessities of life"" to the mintority wh produce the less necessary parts of culture, ie science and art.&nbsp; But this situation as it develops on both sides produces ""calamities"" on both sides he says: on the side of the majority because of the violence imposed, and onthe side of the rich ""because of dissatisfaction from within"" (299)&nbsp; All this, though, he says is ""bound up with the development of nature itself, even if it is not <em>our</em> end.."" (299)&nbsp; But <em>our </em>end, which is the utlimate end of nature, is only attained in ""that constitution&nbsp; in the relations of human beings with one another in which the abuses of reciprocally conflicting freedom is opposed by lawful power in a whole, which is called <strong>civil society</strong>...""&nbsp; (299-300)&nbsp; !!!!&nbsp; Ie there is this whole within which the infringement of one person's freedom o n another's is ""opposed"" by a ""lawful power""....&nbsp;</p>
<p>*&nbsp; But he says for a civil society to exist there msut be--""even if humans were clever enough to discover it and wise enough to subject themselves willingly to its coercion""--a ""cosmpolitan whole"" by which&nbsp; he means a ""system of all states that are at risk of detrimentally affecting each other..."" (300)&nbsp; Without this, he says, war will occur and ""is inevitable"" esp because of ambition, love of power, and greed ""on the part of those who are in power..."" (300)&nbsp; And he reflects that it may be possible to imagine that war ""is a deeply hidden by perhaps intentional effort of supreme wisdom if not to establish then at least to prepare the way for lawfulness together with the freedom of the states and by means of that the unity of a morally grounded system of them..."" (300) And war also, he says, is ""one more incentive...for developing to their highest degree all the talenta that serve for culture."" (300)</p>"
Difference to  Sameness: Gender Ideology in Sexual Science,"** Summarial Note **

This article examines the interconnections between gender ideology (specifically, sexologist's shifting statements about sexual sameness
v. difference in man and women) and the broader social context as
sexologists sought professional legitimation and authority. 

They note that it was only with Kinsey that sexologists began to reverse
the typically Victorian claim about the physiological and sexual difference
of men and women -- a difference that sexologists like Havelock Ellis 
perpetuated.  The emphasis on sameness was pursued futher by Masters & 
Johnson.

The most useful part of this article is Irvin's analysis of the weaknesses of 
sexologists' claims about sexual sameness rooted in the purely physiological
level at which sexologists asserted sameness.  Irvine writes: ""This sexual essentialism not only locates the totality of sexual expression in the body, but equates sexuality with physiological process.  Modern sexual scientists have simply inverted Ellis' logic that different sexual anatomy should give rise to a separate and unequal social structure.  Now, instead, whatever is physiologically similar is considered the same and therefore equal.  Misunderstandings or anger between men and women should vanish once they understand that their bodies responsd similarly to orgasm; homophobia will cease once heterosxuals recognize that gay people arenot physiologically different.""  (21)  In other words, the sexologists' argument perpetuated Victorian and Darwinisitic links between sex difference and social structure, and as a result it also failed to account for the persistence of conflicts that were perpetauted on a social level...they ignored ""gender"" in other words.   (See 19-22 for analysis of the weakness of sexologists' claims for equality.)

She does not make this point but opens it up:  that these claims for inequality were thus weak, because they could not very well resist the arguments of those who insisted that the self, after all, should not be rooted in sexuality.  E.g. Sapir's article on the ""Observations of the Sex Problem in America."""
Antiromantic Romanticism: Sapir's Critique of American Individualism,"<p>p.075-83 Linking Sapir to Arnold &amp; Bourne re Desire for ""Genuine Culture""</p>
<p>In this section, H links Sapir with critiques by both Arnold &amp; Bourne to a desire for a ""Genuine Culture.""</p>
<p>He starts with letter about Bourne published in the <em>Dial</em> after Bourne's death that is very praiseworthy and holds Bourne up as an ideal type.  He had the ""will to see things as they are"" as well as the ""warmth of idealism"" [Hungry and Dainty Man combined?] but this ""haunts"" Sapir.  I.e. this iss not all about warm feelings.  It makes me think of his description of the individual with the will to stand outside of received ideas that he describes i nhis review of Jung's types.  Also noteworthy praise of Bourne's occasional ""bitterness"" which Sapir says ""was in reality but the ken edige of a remorseless sincerity and that  he would have been as eager to cut and change his own soul with it as anyone else's."" (76)  This image of cutting into one's soul come up again...</p>
<p>H note that Bouren has been resusciated as a ""forgotten prophet"" and a ""cultural radical"" of this ttime, cites Casey Balke's work as well as two books by Vaughan (1997) and Clayton (1984).</p>
<p>For this generation of radicals he cites May culture was important.  Here he is citing May's <em>The End of American Innocence</em>, but also Hegeman (1999) and Manganaro (2002).It was important in the sense that there was a ""culture championed by the American patricians and intelletuals, and aspired to by the middle classes,"" which was ""elitist an, evolutionary, unitary, and European."" (76)  It was Arnold's def'n of culture, H says.</p>
<p>Now he picks up the point Manganaro makes also: that while Arnold's culture seems the opposite of Boas' relativistic version, this was not the case.  He cites the Stocking point that ""concern for integration and holism made Arnold's notion of culture closer in some respects to the modern anthropological notion than was that of Arnold's concempaory, E.B. Tylor. "" (76-77)  He then suggests that Bourne's geneartion was gripped by ""naitonalistic quest for an American culture distinct from European culture."" (77) That was the case atthe same moment that European culture seemed to be destroying itself in WWI and so this was about separating off Americna culture, which was developing arund the th epower of its industry in part.... nationalists felt that Ameican culture might be moving in a different adirection.  ""Thus, in addition to conentoinal elitist notions of cultural standareds, discussions of culture in the teens and twneties could draw on a naitonalistic (and ultimatley romantic) conception of culturla plurality, if not on anthropological relativism."" (77)</p>
<p>[Notes: Some of this above seems off: to suggest to much similarity between Arnold and Bourne seems dangerous.  Naitonalism was part of this, but also wasn't there really somethign deeper going on related to the apparent destruction of Euroepean humanism?]</p>
<p>Now he goes through Bourne's critique of Arnold.  in essays published in the New Republic, Atlantic Monthly and the Dial.  Bourne critiques an uncritical reception of Arnold in ""Our Cultural Humility.""  (78) He critiques Arnold for being vaue about culture.  Says it appeals to Americans because it is ""quantitative"" and ""democratic"" and critiques the American ""acquisitive"" attitude toward culoture.  In ""Cult of the Best"" Bourne also goes after the division between a Lowbrow and highbrow, where culture is ""reserved only for the few."" (79)</p>
<p>H notes a similarity of Bourne's rhetoric to Sapir's in Culture, Genuine and Spurious which was finished he thinks based on letters to Lowie in 1918, a time when he says ""Sapir would regularly have read Bourne."" (79)</p>
<p>He starts to go through Culture, Genuine and Spurious again on 79.  He picks  up the themes of 1) harmony - ""unified and consistent attitude toward life""; 2) :nothing to do with efficiency or technical progress""; 3) theme where individual is not irrelevant to culture.  (79-80)</p>
<p>Here H beings to emphasize that ""cutlural goals or rends are not to be mechanically  imposed upon the members of a culture"".."" (80)</p>
<p>[Note: H gets close to the bureaucratization them that I want to empahsize at this point, but does not go straight for it.  ]</p>
<p>H ssays he does not know if Sapir took the term ""genuine culture"" from Bourne, but says it seems likely. He also says they are simialr b/c they express a ""mild sympathy"" at this stage in 1918.</p>
<p>Now H moves onto linking Sapir with Arnold, which I think s more probelmatic.  This is an argument that Manganaro makes too, that there is a consistent tradition of cultural thinking here betwteen Bourne, Arnold, etc...all rooted in the idea of culture as order posited against disorder/anarchy (see notes on Manganaro in Zotero).</p>
<p>The similarities that H sees are: 1) Focus on a true culture as ""internal"", though he notes they use the word differnetly.  But for both it refesrs to spiritiual accomplishments.  [Is that enough?]; Opposition to civilization, as external and mechanical.  He compares Arnold and Sapir's disdain for mecanical organizational industrial achievements.  2) Both see ""culture as  astimulus to creativity and a challenge to unthinking routine."" (81) Again they are settig this against differnet things--Arnold Protestant work ethic; Sapir priggish high-cultural snobishness.  3) ""notion of harmonious development"" (81) Here he has a harder time because Arnold's harmonious devleopment is in the develpment of traditional high culture whereas Sapir's is ""sociological"".  (81)</p>
<p>Again on 82 he is forced to note the differences between them, esp. since Arnold would not have been able to hold up a primitive tribe as an ideal of genuine culture the way Sapir does!! He also notes the two idioms in which character/personality are reversed in terms of being good things.  (82)</p>
<p>Nonetheless he makes thesame argment that Manganaro does: ""these differneces should not lead us to overlook the fact that Sapir , Bourne, and Arnold particpatedin a shared discourse heavily influence dby romantic thought.  Liek the romantics in general, all three sought a way to recover genuine culture in the post-Enlightenment world of rationality, antitradition, and industiral democracy."" (83)</p>
<p>He also attributes to Sapir and Bourne a moment of optimism in circa 1918 that quickly fades. He quotes the last paragraph of Sapir's essay when Sapir predictes that genuine cultures ""will grace our lives"".  [Note: Ithink that here he has missed the fact that these comments re genuine culture are made in context of prediciton of the dissolution ofthe modern political state and the rise of an international order, which will allow culotures to adhere to regioal locals, smaller, better suited to hte individual see 329-331 in Culture, Genuine and Spurious in Mandelbaum collection]</p>
<p> </p>
<p> </p>"
